best,alternative,automatic
PhotoPrism Exception (AGPL-3.0+),PhotoPrism® Trademark and Brand Assets,false
//www.washington.edu/pine/overview/legal.html,http://www.washington.edu/pine/overview/legal.html,true
Pixelglow Software License 2.0,metaeffekt:Pixelglow Software License 2.0,true
Pixelglow Software License 2.0,PSL-2.0,true
Pixelglow Software License 2.0,metaeffekt:PSL-2.0,true
Pixelglow Software License 2.0,Pixelglow Source License,false
Pixelglow Software License 2.0,PSL,false
//github.com/PipedreamHQ/pipedream/blob/master/LICENSE,https://github.com/PipedreamHQ/pipedream/blob/master/LICENSE,true
Playground 2.0 Community License,metaeffekt:Playground 2.0 Community License,true
Playground 2.0 Community License,Playground-2.0-Community,true
Playground 2.0 Community License,metaeffekt:Playground-2.0-Community,true
Playground 2.0 Community License,Playground 2 Community License,false
Playground 2.0 Community License,Playground Community,false
Playground 2.0 Community License,Playground v2 Community License,false
Playground 2.0 Community License,scancode:playground-v2-community,false
Plural License 2021,metaeffekt:Plural License 2021,true
Plural License 2021,Plural-2021,true
Plural License 2021,metaeffekt:Plural-2021,true
Plural License 2021,Plural License,false
Plural License 2021,Plural Licensing 20211124,false
Plural License 2021,scancode:plural-20211124,false
POSIX Copyright,metaeffekt:POSIX Copyright,true
POSIX Copyright,POSIX-Copyright,true
POSIX Copyright,metaeffekt:POSIX-Copyright,true
POSIX Copyright,POSIX,false
Politics Free License,metaeffekt:Politics Free License,true
Politics Free License,politics-free-license,true
Politics Free License,metaeffekt:politics-free-license,true
Politics Free License,Politics-Free License,false
//polyformproject.org/licenses/defensive/1.0.0,https://polyformproject.org/licenses/defensive/1.0.0,true
//polyformproject.org/licenses/shield/1.0.0/,https://polyformproject.org/licenses/shield/1.0.0/,true
Porter Stemming Algorithm License,metaeffekt:Porter Stemming Algorithm License,true
Porter Stemming Algorithm License,porter-stemming,true
Porter Stemming Algorithm License,metaeffekt:porter-stemming,true
Porter Stemming Algorithm License,Porter Stemming Algorithm,false
 PostgreSQL,License: PostgreSQL,true
PowerVR Tools Software License,metaeffekt:PowerVR Tools Software License,true
PowerVR Tools Software License,PowerVR-Tools-Software,true
PowerVR Tools Software License,metaeffekt:PowerVR-Tools-Software,true
PowerVR Tools Software License,PowerVR Tools,false
PowerVR Tools Software License,PowerVR Tools EULA,false
PowerVR Tools Software License,scancode:powervr-tools-software-eula,false
PKMOS-1.0,metaeffekt:PKMOS-1.0,true
PKMOS-1.0,Praetor Kernel Module Open Source 1.0,true
PKMOS-1.0,metaeffekt:Praetor Kernel Module Open Source 1.0,true
PKMOS-1.0,Praetor Kernel Module Open Source,false
PKMOS-1.0,"Praetor(tm) Kernel Module Open Source License, Version 1.0",false
Preline UI Fair Use License,metaeffekt:Preline UI Fair Use License,true
Preline UI Fair Use License,Preline-UI-Fair-Use,true
Preline UI Fair Use License,metaeffekt:Preline-UI-Fair-Use,true
Preline UI Fair Use License,Preline UI Fair Use,false
Project Odin Software License,metaeffekt:Project Odin Software License,true
Project Odin Software License,Project-Odin-Software,true
Project Odin Software License,metaeffekt:Project-Odin-Software,true
Project Odin Software License,scancode:odin-2000,false
Project Odin Software License,Project Odin,false
Prolific Driver Terms,metaeffekt:Prolific Driver Terms,true
Prolific Driver Terms,Prolific-Driver,true
Prolific Driver Terms,metaeffekt:Prolific-Driver,true
pretalx Exception (AGPL-3.0),metaeffekt:pretalx Exception (AGPL-3.0),true
pretalx Exception (AGPL-3.0),pretalx-Exception-AGPL-3.0,true
pretalx Exception (AGPL-3.0),metaeffekt:pretalx-Exception-AGPL-3.0,true
pretalx Exception (AGPL-3.0),pretalx Exception,false
pretalx Exception (AGPL-3.0),pretalx exception to AGPL-3.0,false
pretalx Exception (AGPL-3.0),scancode:pretalx-exception-3.0,false
proconX Modbus Driver License 4.0,metaeffekt:proconX Modbus Driver License 4.0,true
proconX Modbus Driver License 4.0,proconX-Modbus-4.0,true
proconX Modbus Driver License 4.0,metaeffekt:proconX-Modbus-4.0,true
proconX Modbus Driver License 4.0,proconX Modbus Driver License,false
proconX Modbus Driver License 4.0,scancode:proconx-modbus-rev4,false
Pretix License Exception (AGPL),metaeffekt:Pretix License Exception (AGPL),true
Pretix License Exception (AGPL),Pretix-License-Exception-AGPL,true
Pretix License Exception (AGPL),metaeffekt:Pretix-License-Exception-AGPL,true
Pretix License Exception (AGPL),Licensing of pretix,false
Pretix License Exception (AGPL),Pretix License Exception,false
ProGuard Exception (GPL-2.0),metaeffekt:ProGuard Exception (GPL-2.0),true
ProGuard Exception (GPL-2.0),Proguard-Exception-GPL-2.0,true
ProGuard Exception (GPL-2.0),metaeffekt:Proguard-Exception-GPL-2.0,true
ProGuard Exception (GPL-2.0),ProGuard Exception,false
ProGuard Exception (GPL-2.0),scancode:proguard-exception-2.0,false
PSF License Agreement for Python,hitachi:PSF LICENSE AGREEMENT FOR PYTHON,true
//bitzi.com/publicdomain,http://bitzi.com/publicdomain,true
PD-Bitzi,metaeffekt:PD-Bitzi,true
PD-Bitzi,Public Domain (Bitzi),true
PD-Bitzi,metaeffekt:Public Domain (Bitzi),true
PD-Bitzi,http://bitzi.com/publicdomain,false
PD-Bitzi,scancode:bitzi-pd,false
PD-Bitzi,Public Domain Bitzi,false
PD-libselinux,metaeffekt:PD-libselinux,true
PD-libselinux,Public Domain (libselinux),true
PD-libselinux,metaeffekt:Public Domain (libselinux),true
PD-libselinux,libselinux License,false
PD-libselinux,scancode:libselinux-pd,false
PD-libselinux,Public Domain libselinux,false
Public Domain Fallback License,metaeffekt:Public Domain Fallback License,true
Public Domain Fallback License,Public-Domain-Fallback,true
Public Domain Fallback License,metaeffekt:Public-Domain-Fallback,true
Public Domain Fallback License,Public Domain,false
//creativecommons.org/licenses/publicdomain,http://creativecommons.org/licenses/publicdomain,true
//tango.freedesktop.org/),This product includes images from the Tango Desktop Project (http://tango.freedesktop.org/),true
 public-domain,Copyright: public-domain,true
 public-domain,License: public-domain,true
 PD,License: PD,true
//www.linfo.org/publicdomain.html,http://www.linfo.org/publicdomain.html,true
Public Network TOS,metaeffekt:Public Network TOS,true
Public Network TOS,Public-Network-TOS,true
Public Network TOS,metaeffekt:Public-Network-TOS,true
Public Network TOS,Public Network,false
Public Network TOS,Public Network Terms of Service,false
PSI,metaeffekt:Psi,true
PSI,Psi License,true
PSI,metaeffekt:Psi License,true
PSI,PSI-License,false
Public Security Interrest License,metaeffekt:Public Security Interrest License,true
Public Security Interrest License,PSI,false
Public Security Interrest License,Public Security Interrest 'PSI' License,false
Puppet Core Software License Agreement,metaeffekt:Puppet Core Software License Agreement,true
Puppet Core Software License Agreement,Puppet-Core-Software,true
Puppet Core Software License Agreement,metaeffekt:Puppet-Core-Software,true
Puppet Core Software License Agreement,Puppet Core,false
Puppet Core Software License Agreement,Puppet® Core Software License Agreement,false
PDD-CC0-1.0,metaeffekt:PDD-CC0-1.0,true
PDD-CC0-1.0,Public Domain Dedication (CC0-1.0),true
PDD-CC0-1.0,metaeffekt:Public Domain Dedication (CC0-1.0),true
PDD-CC0-1.0,CC-PDDC-1.0,false
PDD-CC0-1.0,CC0 1.0 Public Domain Dedication,false
PDD-CC0-1.0,CC0 1.0 Universal Public Domain Dedication,false
PDD-CC0-1.0,CC0 Public Domain Dedication,false
PDD-CC0-1.0,CC0 v 1.0 Public Domain Dedication,false
PDD-CC0-1.0,CC0-1.0 Public Domain Dedication,false
PDD-CC0-1.0,Creative Commons CC0 1.0,false
PDD-CC0-1.0,Creative Commons CC0-1.0,false
PDD-CC0-1.0,PDD-CC0,false
PDD-CC0-1.0,public domain under CC0,false
//shell.vex.net/viewvc.cgi/pygresql/trunk/module/pgmodule.c?view=markup&pathrev=431,http://shell.vex.net/viewvc.cgi/pygresql/trunk/module/pgmodule.c?view=markup&pathrev=431,true
Pylon EULA,metaeffekt:Pylon EULA,true
Pylon EULA,Pylon-EULA,true
Pylon EULA,metaeffekt:Pylon-EULA,true
Pylon EULA,PYLON END-USER LICENSE AGREEMENT,false
Python Software Foundation License (undefined),metaeffekt:Python Software Foundation License (undefined),true
Python Software Foundation License (undefined),Python-?,true
Python Software Foundation License (undefined),metaeffekt:Python-?,true
Python Software Foundation License (undefined),Python License,false
Python Software Foundation License (undefined),Python Software Foundation License,false
Python Software Foundation License 2.1.1,metaeffekt:Python Software Foundation License 2.1.1,true
Python Software Foundation License 2.1.1,Python-2.1.1,true
Python Software Foundation License 2.1.1,metaeffekt:Python-2.1.1,true
Python Software Foundation License 2.1.1,PSF-2.1.1,false
Python Software Foundation License 2.1.1,Python Software Foundation License,false
Python Software Foundation License 2.1.1,PYTHON SOFTWARE FOUNDATION LICENSE VERSION 2.1.1,false
Python Software Foundation License 2.2,metaeffekt:Python Software Foundation License 2.2,true
Python Software Foundation License 2.2,Python-2.2,true
Python Software Foundation License 2.2,metaeffekt:Python-2.2,true
Python Software Foundation License 2.2,Python 2.2 license,false
Python Software Foundation License 2.2,Python Software Foundation License,false
Python Software Foundation License 2.3,metaeffekt:Python Software Foundation License 2.3,true
Python Software Foundation License 2.3,Python-2.3,true
Python Software Foundation License 2.3,metaeffekt:Python-2.3,true
Python Software Foundation License 2.3,Python 2.3,false
Python Software Foundation License 2.3,Python Software Foundation License,false
OASIS Copyright Notice,metaeffekt:OASIS Copyright Notice,true
OASIS Copyright Notice,OASIS-Coypright-Notice,true
OASIS Copyright Notice,metaeffekt:OASIS-Coypright-Notice,true
OASIS Copyright Notice,OASIS,false
OASIS IPR Policy 2007,metaeffekt:OASIS IPR Policy 2007,true
OASIS IPR Policy 2007,OASIS-IPR-Policy-2007,true
OASIS IPR Policy 2007,metaeffekt:OASIS-IPR-Policy-2007,true
OASIS IPR Policy 2007,OASIS IPR Policy,false
OASIS IPR Policy 2013,metaeffekt:OASIS IPR Policy 2013,true
OASIS IPR Policy 2013,OASIS-IPR-Policy-2013,true
OASIS IPR Policy 2013,metaeffekt:OASIS-IPR-Policy-2013,true
OASIS IPR Policy 2013,OASIS Intellectual Property Rights (IPR) Policy 2013,false
OASIS IPR Policy 2013,OASIS IPR Policy,false
OASIS IPR Policy 2013,scancode:oasis-ipr-2013,false
//www.oasis-open.org/policies-guidelines/ipr,http://www.oasis-open.org/policies-guidelines/ipr,true
OASIS IPR Policy,metaeffekt:OASIS IPR Policy,true
OASIS IPR Policy,OASIS-IPR-Policy,true
OASIS IPR Policy,metaeffekt:OASIS-IPR-Policy,true
OASIS IPR Policy,http://www.oasis-open.org/policies-guidelines/ipr,false
OASIS Specification License,metaeffekt:OASIS Specification License,true
OASIS Specification License,OASIS-Specification,true
OASIS Specification License,metaeffekt:OASIS-Specification,true
OASIS Specification License,OASIS,false
OASIS Specification License,OASIS License,false
OASIS Specification License,scancode:oasis-ws-security-spec,false
OBMS Exception (BSL-1.1),metaeffekt:OBMS Exception (BSL-1.1),true
OBMS Exception (BSL-1.1),OBMS-Exception-BSL-1.1,true
OBMS Exception (BSL-1.1),metaeffekt:OBMS-Exception-BSL-1.1,true
OBMS Exception (BSL-1.1),OBMS additional use grant for BSL,false
OBMS Exception (BSL-1.1),OBMS Exception,false
OBMS Exception (BSL-1.1),Open Business Management Software additional use grant,false
OBMS Exception (BSL-1.1),Open Business Management Software Exception,false
//obsidian.md/privacy,https://obsidian.md/privacy,true
OCB License (OpenSSL patent),metaeffekt:OCB License (OpenSSL patent),true
OCB License (OpenSSL patent),OCB-OpenSSL-patent,true
OCB License (OpenSSL patent),metaeffekt:OCB-OpenSSL-patent,true
OCB License (OpenSSL patent),OCB,false
OCB License (OpenSSL patent),scancode:ocb-patent-openssl-2013,false
OCB License (non-military),metaeffekt:OCB License (non-military),true
OCB License (non-military),OCV-non-military,true
OCB License (non-military),metaeffekt:OCV-non-military,true
OCB License (non-military),OCB License,false
OCB License (non-military),scancode:ocb-non-military-2013,false
License for Open Source Software Implementations of OCB,hitachi:License for Open Source Software Implementations of OCB,true
OCB,metaeffekt:OCB,true
OCB,OCB License,true
OCB,metaeffekt:OCB License,true
OCB,License for Open Source Software Implementations of OCB,false
OCB,scancode:ocb-open-source-2013,false
//www.free-soft.org/mirrors/www.opensource.org/licenses/oclc.php,http://www.free-soft.org/mirrors/www.opensource.org/licenses/oclc.php,true
OCamlPro Non-Commercial Purpose License 1.0,metaeffekt:OCamlPro Non-Commercial Purpose License 1.0,true
OCamlPro Non-Commercial Purpose License 1.0,OCamlPro-NC-1.0,true
OCamlPro Non-Commercial Purpose License 1.0,metaeffekt:OCamlPro-NC-1.0,true
OCamlPro Non-Commercial Purpose License 1.0,OCamlPro Non-Commercial Purpose,false
OCamlPro Non-Commercial Purpose License 1.0,OCamlPro Non-Commercial Purpose License v1,false
OCamlPro Non-Commercial Purpose License 1.0,"OCamlPro Non-Commercial Purpose License, version 1",false
OCamlPro Non-Commercial Purpose License 1.0,ocamlpro-nc-v1,false
OCamlPro Non-Commercial Purpose License 1.0,scancode:ocamlpro-nc-v1,false
OEM,metaeffekt:OEM,true
OEM,OEM License,true
OEM,metaeffekt:OEM License,true
OGC GeoApi License,metaeffekt:OGC GeoApi License,true
OGC GeoApi License,OGC-GeoApi,true
OGC GeoApi License,metaeffekt:OGC-GeoApi,true
OGC GeoApi License,OGC GeoApi,false
//www.oknosoft.ru),[Oknosoft Company](http://www.oknosoft.ru),true
OLPC,metaeffekt:OLPC,true
OLPC,OLPC License,true
OLPC,metaeffekt:OLPC License,true
OLPC,scancode:marvell-firmware,false
OneZoom Non-Profit Source Available License 1.0,metaeffekt:OneZoom Non-Profit Source Available License 1.0,true
OneZoom Non-Profit Source Available License 1.0,OneZoom-Non-Profit-SA-1.0,true
OneZoom Non-Profit Source Available License 1.0,metaeffekt:OneZoom-Non-Profit-SA-1.0,true
OneZoom Non-Profit Source Available License 1.0,OneZoom Non-Profit Source Available,false
OneZoom Non-Profit Source Available License 1.0,ONEZOOM NON-PROFIT SOURCE AVAILABLE LICENCE,false
OneZoom Non-Profit Source Available License 1.0,OneZoom Non-Profit Source Available Licence v1,false
OneZoom Non-Profit Source Available License 1.0,ONEZOOM NON-PROFIT SOURCE AVAILABLE LICENSE,false
OneZoom Non-Profit Source Available License 1.0,OneZoom Non-Profit Source Available License v1,false
OneZoom Non-Profit Source Available License 1.0,scancode:onezoom-np-sal-v1,false
//github.com/open-compensation-token-license/license/blob/main/LICENSE.md,https://github.com/open-compensation-token-license/license/blob/main/LICENSE.md,true
//opendatacommons.org/licenses/dbcl/1.0/,http://opendatacommons.org/licenses/dbcl/1.0/,true
//opendatacommons.org/licenses/dbcl/1.0/,https://opendatacommons.org/licenses/dbcl/1.0/,true
ODC-DCL-1.0,metaeffekt:ODC-DCL-1.0,true
ODC-DCL-1.0,Open Data Commons Database Contents License 1.0,true
ODC-DCL-1.0,metaeffekt:Open Data Commons Database Contents License 1.0,true
ODC-DCL-1.0,http://opendatacommons.org/licenses/dbcl/1.0/,false
ODC-DCL-1.0,https://opendatacommons.org/licenses/dbcl/1.0/,false
ODC-DCL-1.0,dbcl-1.0,false
ODC-DCL-1.0,scancode:dbcl-1.0,false
ODC-DCL-1.0,ODC Database,false
ODC-DCL-1.0,ODC Database Contents License 1.0,false
//opendatacommons.org/licenses/pddl/,https://opendatacommons.org/licenses/pddl/,true
//opendatacommons.org/licenses/pddl/1-0/,http://opendatacommons.org/licenses/pddl/1-0/,true
//www.dmoz.org/license.html,http://www.dmoz.org/license.html,true
//dmoz.org/become_an_editor,http://dmoz.org/become_an_editor,true
OGSL,metaeffekt:OGSL,true
OGSL,Open Game Source License,true
OGSL,metaeffekt:Open Game Source License,true
OGL-Canada-1.0-Nova-Scotia,metaeffekt:OGL-Canada-1.0-Nova-Scotia,true
OGL-Canada-1.0-Nova-Scotia,Open Government License Canada 1.0 (Nova Scotia),true
OGL-Canada-1.0-Nova-Scotia,metaeffekt:Open Government License Canada 1.0 (Nova Scotia),true
OGL-Canada-1.0-Nova-Scotia,can-ogl-nova-scotia-1.0,false
OGL-Canada-1.0-Nova-Scotia,scancode:can-ogl-nova-scotia-1.0,false
OGL-Canada-1.0-Nova-Scotia,OGL Canada,false
OGL-Canada-1.0-Ontario,metaeffekt:OGL-Canada-1.0-Ontario,true
OGL-Canada-1.0-Ontario,Open Government License Canada 1.0 (Ontario),true
OGL-Canada-1.0-Ontario,metaeffekt:Open Government License Canada 1.0 (Ontario),true
