lfc,names,ambiguousNames
Scancode,"[""LicenseRef-scancode-ms-cl"",""scancode://ms-cl"",""MS-CL""]",[]
Scancode,"[""LicenseRef-scancode-ms-control-spy-2.0"",""scancode://ms-control-spy-2.0"",""MS Control Spy 2.0""]",[]
Scancode,"[""LicenseRef-scancode-ms-developer-services-agreement-2018-06"",""scancode://ms-developer-services-agreement-2018-06"",""MS Developer Services Agreement 2018-06""]",[]
Scancode,"[""LicenseRef-scancode-ms-developer-services-agreement"",""scancode://ms-developer-services-agreement"",""MS Developer Services Agreement""]",[]
Scancode,"[""LicenseRef-scancode-ms-device-emulator-3.0"",""scancode://ms-device-emulator-3.0"",""MS Device Emulator 3.0""]",[]
Scancode,"[""LicenseRef-scancode-ms-directx-sdk-eula"",""scancode://ms-directx-sdk-eula"",""MS DirectX SDK EULA""]",[]
Scancode,"[""LicenseRef-scancode-ms-entity-framework-4.1"",""scancode://ms-entity-framework-4.1"",""MS Entity Framework 4.1 License""]",[]
Scancode,"[""LicenseRef-scancode-ms-entity-framework-5"",""scancode://ms-entity-framework-5"",""MS Entity Framework 5 License""]",[]
Scancode,"[""LicenseRef-scancode-ms-eula-win-script-host"",""scancode://ms-eula-win-script-host"",""MS EULA for Windows Script Host""]",[]
Scancode,"[""LicenseRef-scancode-ms-exchange-server-2010-sp2-sdk"",""scancode://ms-exchange-server-2010-sp2-sdk"",""MS Exchange Server 2010 SP2 Web Services SDK""]",[]
Scancode,"[""LicenseRef-scancode-ms-iis-container-images-eula-2020"",""scancode://ms-iis-container-images-eula-2020"",""MS IIS Container Images EULA 2020""]",[]
Scancode,"[""LicenseRef-scancode-ms-ilmerge"",""scancode://ms-ilmerge"",""MS ILMerge License""]",[]
Scancode,"[""LicenseRef-scancode-ms-invisible-eula-1.0"",""scancode://ms-invisible-eula-1.0"",""MS Invisible Computing EULA 1.0""]",[]
Scancode,"[""LicenseRef-scancode-ms-jdbc-driver-40-sql-server"",""scancode://ms-jdbc-driver-40-sql-server"",""MS JDBC Driver 4.0 for SQL Server""]",[]
Scancode,"[""LicenseRef-scancode-ms-jdbc-driver-41-sql-server"",""scancode://ms-jdbc-driver-41-sql-server"",""MS JDBC Driver 4.1 for SQL Server""]",[]
Scancode,"[""LicenseRef-scancode-ms-jdbc-driver-60-sql-server"",""scancode://ms-jdbc-driver-60-sql-server"",""MS JDBC Driver 6.0 for SQL Server""]",[]
Scancode,"[""LicenseRef-scancode-ms-kinext-win-sdk"",""scancode://ms-kinext-win-sdk"",""MS Kinect for Windows SDK License""]",[]
Scancode,"[""LicenseRef-scancode-ms-limited-community"",""scancode://ms-limited-community"",""MS Limited Community License""]",[]
Scancode,"[""scancode://ms-limited-public"",""MS Limited Public License""]",[]
Scancode,"[""LicenseRef-scancode-ms-lpl"",""scancode://ms-lpl"",""MS-LPL""]",[]
Scancode,"[""LicenseRef-scancode-ms-msn-webgrease"",""scancode://ms-msn-webgrease"",""MS MSN WebGrease License""]",[]
Scancode,"[""LicenseRef-scancode-ms-net-framework-4-supplemental-terms"",""scancode://ms-net-framework-4-supplemental-terms"",""MS Supplemental License - .NET Framework 4""]",[]
Scancode,"[""LicenseRef-scancode-ms-net-framework-deployment"",""scancode://ms-net-framework-deployment"",""MS .NET Framework Redistributable EULA""]",[]
Scancode,"[""LicenseRef-scancode-ms-net-library-2018-11"",""scancode://ms-net-library-2018-11"",""MS .NET Library License 2018-11""]",[]
Scancode,"[""LicenseRef-scancode-ms-net-library-2019-06"",""scancode://ms-net-library-2019-06"",""MS .NET Library License 2019-06""]",[]
Scancode,"[""LicenseRef-scancode-ms-net-library-2020-09"",""scancode://ms-net-library-2020-09"",""MS .NET Library License 2020-09""]",[]
Scancode,"[""LicenseRef-scancode-ms-net-library"",""scancode://ms-net-library"",""MS .NET Library License""]",[]
Scancode,"[""LicenseRef-scancode-ms-nt-resource-kit"",""scancode://ms-nt-resource-kit"",""MS NT Resource Kit License""]",[]
Scancode,"[""LicenseRef-scancode-ms-nuget-package-manager"",""scancode://ms-nuget-package-manager"",""MS NuGet-Based Package Manager License""]",[]
Scancode,"[""LicenseRef-scancode-ms-nuget"",""scancode://ms-nuget"",""MS Nuget""]",[]
Scancode,"[""LicenseRef-scancode-ms-office-system-programs-eula"",""scancode://ms-office-system-programs-eula"",""MS Office System Programs Software EULA""]",[]
Scancode,"[""LicenseRef-scancode-ms-patent-promise-mono"",""scancode://ms-patent-promise-mono"",""Microsoft Patent Promise for Mono""]",[]
Scancode,"[""LicenseRef-scancode-ms-patent-promise"",""scancode://ms-patent-promise"",""MS Patent Promise for .NET""]",[]
Scancode,"[""scancode://ms-permissive-1.1"",""MS-PL 1.1""]",[]
Scancode,"[""LicenseRef-scancode-ms-platform-sdk"",""scancode://ms-platform-sdk"",""MS Platform SDK License""]",[]
Scancode,"[""LicenseRef-scancode-ms-python-vscode-pylance-2021"",""scancode://ms-python-vscode-pylance-2021"",""MS Pylance Extension for VSCode License""]",[]
Scancode,"[""LicenseRef-scancode-ms-reactive-extensions-eula"",""scancode://ms-reactive-extensions-eula"",""MS Reactive Extensions EULA""]",[]
Scancode,"[""scancode://ms-refl"",""MS Reference License""]",[]
Scancode,"[""LicenseRef-scancode-ms-remote-ndis-usb-kit"",""scancode://ms-remote-ndis-usb-kit"",""MS Remote NDIS USB Kit EULA""]",[]
Scancode,"[""LicenseRef-scancode-ms-research-shared-source"",""scancode://ms-research-shared-source"",""MS Research Shared Source License""]",[]
Scancode,"[""LicenseRef-scancode-ms-rsl"",""scancode://ms-rsl"",""MS Reference Source License""]",[]
Scancode,"[""LicenseRef-scancode-ms-silverlight-3"",""scancode://ms-silverlight-3"",""MS Silverlight 3 License""]",[]
Scancode,"[""LicenseRef-scancode-ms-sql-server-compact-4.0"",""scancode://ms-sql-server-compact-4.0"",""MS SQL Server Compact 4.0 License""]",[]
Scancode,"[""LicenseRef-scancode-ms-sql-server-data-tools"",""scancode://ms-sql-server-data-tools"",""MS SQL Server Data Tools License""]",[]
Scancode,"[""LicenseRef-scancode-ms-sspl"",""scancode://ms-sspl"",""MS-SS-PL""]",[]
Scancode,"[""LicenseRef-scancode-ms-sysinternals-sla"",""scancode://ms-sysinternals-sla"",""MS Sysinternals SLA""]",[]
Scancode,"[""LicenseRef-scancode-ms-ttf-eula"",""scancode://ms-ttf-eula"",""MS TrueType Fonts EULA""]",[]
Scancode,"[""LicenseRef-scancode-ms-visual-2008-runtime"",""scancode://ms-visual-2008-runtime"",""MS Visual C++ 2008 Runtime Libraries License""]",[]
Scancode,"[""LicenseRef-scancode-ms-visual-2010-runtime"",""scancode://ms-visual-2010-runtime"",""MS Visual C++ 2010 Runtime Libraries License""]",[]
Scancode,"[""LicenseRef-scancode-ms-visual-2015-sdk"",""scancode://ms-visual-2015-sdk"",""MS Visual Studio 2015 SDK""]",[]
Scancode,"[""LicenseRef-scancode-ms-visual-studio-2017-tools"",""scancode://ms-visual-studio-2017-tools"",""MS Visual Studio 2017 Tools""]",[]
Scancode,"[""LicenseRef-scancode-ms-visual-studio-2017"",""scancode://ms-visual-studio-2017"",""MS Visual Studio 2017""]",[]
Scancode,"[""LicenseRef-scancode-ms-visual-studio-code"",""scancode://ms-visual-studio-code"",""MS Visual Studio Code License""]",[]
Scancode,"[""LicenseRef-scancode-ms-web-developer-tools-1.0"",""scancode://ms-web-developer-tools-1.0"",""MS Web Developer Tools 1.0""]",[]
Scancode,"[""LicenseRef-scancode-ms-windows-container-base-image-eula-2020"",""scancode://ms-windows-container-base-image-eula-2020"",""MS Windows Container Base Image EULA 2020""]",[]
Scancode,"[""LicenseRef-scancode-ms-windows-driver-kit"",""scancode://ms-windows-driver-kit"",""MS Windows Driver Kit License""]",[]
Scancode,"[""LicenseRef-scancode-ms-windows-identity-foundation"",""scancode://ms-windows-identity-foundation"",""MS Windows Identity Foundation License""]",[]
Scancode,"[""LicenseRef-scancode-ms-windows-os-2018"",""scancode://ms-windows-os-2018"",""MS Windows OS 2018""]",[]
Scancode,"[""LicenseRef-scancode-ms-windows-sdk-server-2008-net-3.5"",""scancode://ms-windows-sdk-server-2008-net-3.5"",""MS Windows SDK Server 2008 .NET Framework 3.5""]",[]
Scancode,"[""LicenseRef-scancode-ms-windows-sdk-win7-net-4"",""scancode://ms-windows-sdk-win7-net-4"",""MS Windows SDK Windows7 .NET Framework 4""]",[]
Scancode,"[""LicenseRef-scancode-ms-windows-server-2003-ddk"",""scancode://ms-windows-server-2003-ddk"",""MS Windows Server 2003 DDK License""]",[]
Scancode,"[""LicenseRef-scancode-ms-windows-server-2003-sdk"",""scancode://ms-windows-server-2003-sdk"",""MS Windows Server 2003 SP1 Platform SDK License""]",[]
Scancode,"[""LicenseRef-scancode-ms-ws-routing-spec"",""scancode://ms-ws-routing-spec"",""MS WS Routing Specifications License""]",[]
Scancode,"[""LicenseRef-scancode-ms-xml-core-4.0"",""scancode://ms-xml-core-4.0"",""MSXML 4.0 EULA""]",[]
Scancode,"[""LicenseRef-scancode-msj-sample-code"",""scancode://msj-sample-code"",""MS Systems Journal Sample Code License""]",[]
Scancode,"[""LicenseRef-scancode-msntp"",""scancode://msntp"",""MSNTP License""]",[]
Scancode,"[""LicenseRef-scancode-msppl"",""scancode://msppl"",""MSPPL""]",[]
Scancode,"[""LicenseRef-scancode-mtx-licensing-statement"",""scancode://mtx-licensing-statement"",""MicroType Express (MTX) License""]",[]
Scancode,"[""LicenseRef-scancode-mulanpsl-1.0-en"",""scancode://mulanpsl-1.0-en"",""Mulan PSL v1.0 (En)""]",[]
Scancode,"[""LicenseRef-scancode-mulanpsl-2.0-en"",""scancode://mulanpsl-2.0-en"",""Mulan PSL v2.0 (En)""]",[]
Scancode,"[""LicenseRef-scancode-mule-source-1.1.3"",""scancode://mule-source-1.1.3"",""Mule Source PL 1.1.3""]",[]
Scancode,"[""LicenseRef-scancode-mule-source-1.1.4"",""scancode://mule-source-1.1.4"",""Mule Source PL 1.1.4""]",[]
Scancode,"[""LicenseRef-scancode-mulle-kybernetik"",""scancode://mulle-kybernetik"",""Mulle Kybernetik License""]",[]
Scancode,"[""LicenseRef-scancode-musl-exception"",""scancode://musl-exception"",""musl attribution exception""]",[]
Scancode,"[""LicenseRef-scancode-mvt-1.1"",""scancode://mvt-1.1"",""MVT License 1.1""]",[]
Scancode,"[""LicenseRef-scancode-mx4j"",""scancode://mx4j"",""MX4J License 1.0""]",[]
Scancode,"[""LicenseRef-scancode-mysql-connector-odbc-exception-2.0"",""scancode://mysql-connector-odbc-exception-2.0"",""MySQL Connector ODBC exception to GPL 2.0""]",[]
Scancode,"[""LicenseRef-scancode-mysql-floss-exception-2.0"",""scancode://mysql-floss-exception-2.0"",""MySQL FLOSS exception to GPL 2.0""]",[]
Scancode,"[""LicenseRef-scancode-mysql-linking-exception-2018"",""scancode://mysql-linking-exception-2018"",""MySQL linking exception 2018""]",[]
Scancode,"[""LicenseRef-scancode-nant-exception-2.0-plus"",""scancode://nant-exception-2.0-plus"",""NAnt exception to GPL 2.0 or later""]",[]
Scancode,"[""LicenseRef-scancode-naughter"",""scancode://naughter"",""Naughter Software License""]",[]
Scancode,"[""LicenseRef-scancode-ncbi"",""scancode://ncbi"",""NCBI Public Domain Notice""]",[]
Scancode,"[""LicenseRef-scancode-nero-eula"",""scancode://nero-eula"",""Nero EULA""]",[]
Scancode,"[""LicenseRef-scancode-netapp-sdk-aug2020"",""scancode://netapp-sdk-aug2020"",""NetApp SDK License Agreement rev. Aug2020""]",[]
Scancode,"[""LicenseRef-scancode-netcat"",""scancode://netcat"",""Netcat License""]",[]
Scancode,"[""LicenseRef-scancode-netcomponents"",""scancode://netcomponents"",""NetComponents License""]",[]
Scancode,"[""LicenseRef-scancode-netron"",""scancode://netron"",""Netron Project License""]",[]
Scancode,"[""LicenseRef-scancode-netronome-firmware"",""scancode://netronome-firmware"",""Netronome Firmware License""]",[]
Scancode,"[""scancode://network-time-protocol"",""Duplicate Network Time Protocol License""]",[]
Scancode,"[""LicenseRef-scancode-new-relic"",""scancode://new-relic"",""New Relic License""]",[]
Scancode,"[""LicenseRef-scancode-newlib-historical"",""scancode://newlib-historical"",""Newlib Historical License""]",[]
Scancode,"[""LicenseRef-scancode-newran"",""scancode://newran"",""Newran License""]",[]
Scancode,"[""LicenseRef-scancode-newton-king-cla"",""scancode://newton-king-cla"",""Newton-King CLA""]",[]
Scancode,"[""LicenseRef-scancode-nexb-eula-saas-1.1.0"",""scancode://nexb-eula-saas-1.1.0"",""nexB EULA for SaaS 1.1.0""]",[]
Scancode,"[""LicenseRef-scancode-nexb-ssla-1.1.0"",""scancode://nexb-ssla-1.1.0"",""nexB SSLA 1.1.0""]",[]
Scancode,"[""LicenseRef-scancode-nice"",""scancode://nice"",""Nice License""]",[]
Scancode,"[""LicenseRef-scancode-nicta-exception"",""scancode://nicta-exception"",""NICTA Exception to AGPL""]",[]
Scancode,"[""LicenseRef-scancode-nicta-psl"",""scancode://nicta-psl"",""NICTA Public Software Licence 1.0""]",[]
Scancode,"[""LicenseRef-scancode-niels-ferguson"",""scancode://niels-ferguson"",""Niels Ferguson License""]",[]
Scancode,"[""LicenseRef-scancode-nilsson-historical"",""scancode://nilsson-historical"",""Nilsson Historical License""]",[]
Scancode,"[""LicenseRef-scancode-nist-srd"",""scancode://nist-srd"",""NIST SRD License""]",[]
Scancode,"[""LicenseRef-scancode-node-js"",""scancode://node-js"",""Node License""]",[]
Scancode,"[""scancode://nokia-qt-exception-1.1"",""Nokia Qt Exception to LGPL 2.1""]",[]
Scancode,"[""LicenseRef-scancode-non-violent-4.0"",""scancode://non-violent-4.0"",""NVPL 4.0""]",[]
Scancode,"[""LicenseRef-scancode-nonexclusive"",""scancode://nonexclusive"",""Nonexclusive License""]",[]
Scancode,"[""LicenseRef-scancode-nortel-dasa"",""scancode://nortel-dasa"",""Nortel DASA License""]",[]
Scancode,"[""LicenseRef-scancode-notre-dame"",""scancode://notre-dame"",""Notre Dame License""]",[]
Scancode,"[""LicenseRef-scancode-npsl-exception-0.93"",""scancode://npsl-exception-0.93"",""Nmap NPSL Exception 0.93""]",[]
Scancode,"[""LicenseRef-scancode-nrl-permission"",""scancode://nrl-permission"",""NRL permission""]",[]
Scancode,"[""LicenseRef-scancode-ntlm"",""scancode://ntlm"",""NTLM License""]",[]
Scancode,"[""LicenseRef-scancode-ntpl-origin"",""scancode://ntpl-origin"",""NTP Origin License""]",[]
Scancode,"[""LicenseRef-scancode-numerical-recipes-notice"",""scancode://numerical-recipes-notice"",""Numerical Recipes Notice""]",[]
Scancode,"[""scancode://nunit-v2"",""NUnit v2 License""]",[]
Scancode,"[""LicenseRef-scancode-nvidia-2002"",""scancode://nvidia-2002"",""NVIDIA 2002 License""]",[]
Scancode,"[""LicenseRef-scancode-nvidia-apex-sdk-eula-2011"",""scancode://nvidia-apex-sdk-eula-2011"",""NVIDIA APEX SDK EULA 2011""]",[]
Scancode,"[""LicenseRef-scancode-nvidia-cuda-supplement-2020"",""scancode://nvidia-cuda-supplement-2020"",""CUDA Toolkit Supplement to SLA for NVIDIA SDKs""]",[]
Scancode,"[""LicenseRef-scancode-nvidia-gov"",""scancode://nvidia-gov"",""NVIDIA License with Government Qualifications""]",[]
Scancode,"[""LicenseRef-scancode-nvidia-isaac-eula-2019.1"",""scancode://nvidia-isaac-eula-2019.1"",""NVIDIA ISAAC EULA v2019.1""]",[]
Scancode,"[""LicenseRef-scancode-nvidia-ngx-eula-2019"",""scancode://nvidia-ngx-eula-2019"",""NVIDIA NGX EULA 2019""]",[]
Scancode,"[""LicenseRef-scancode-nvidia-sdk-eula-v0.11"",""scancode://nvidia-sdk-eula-v0.11"",""NVIDIA SDK EULA v0.11""]",[]
Scancode,"[""LicenseRef-scancode-nvidia-video-codec-agreement"",""scancode://nvidia-video-codec-agreement"",""NVIDIA Video Codec SDK Agreement""]",[]
Scancode,"[""LicenseRef-scancode-nvidia"",""scancode://nvidia"",""NVIDIA License""]",[]
Scancode,"[""LicenseRef-scancode-nwhm"",""scancode://nwhm"",""Non White Heterosexual Male""]",[]
Scancode,"[""LicenseRef-scancode-nxp-firmware-patent"",""scancode://nxp-firmware-patent"",""NXP Firmware with Patent License""]",[]
Scancode,"[""LicenseRef-scancode-nxp-linux-firmware"",""scancode://nxp-linux-firmware"",""NXP Linux Firmware License""]",[]
Scancode,"[""LicenseRef-scancode-nxp-mc-firmware"",""scancode://nxp-mc-firmware"",""NXP MC Firmware License""]",[]
Scancode,"[""LicenseRef-scancode-nxp-microcontroller-proprietary"",""scancode://nxp-microcontroller-proprietary"",""NXP Microcontroller Proprietary""]",[]
Scancode,"[""LicenseRef-scancode-nxp-warranty-disclaimer"",""scancode://nxp-warranty-disclaimer"",""NXP Warranty Disclaimer""]",[]
Scancode,"[""LicenseRef-scancode-nysl-0.9982"",""scancode://nysl-0.9982"",""NYSL 0.9982""]",[]
Scancode,"[""LicenseRef-scancode-o-young-jong"",""scancode://o-young-jong"",""O Young Jong License""]",[]
Scancode,"[""LicenseRef-scancode-oasis-ipr-policy-2014"",""scancode://oasis-ipr-policy-2014"",""Oasis IPR Policy License 2014""]",[]
Scancode,"[""LicenseRef-scancode-oasis-ws-security-spec"",""scancode://oasis-ws-security-spec"",""Oasis WS Security Specification License""]",[]
Scancode,"[""OCaml-LGPL-linking-exception"",""scancode://ocaml-lgpl-linking-exception"",""OCaml LGPL Linking Exception""]",[]
Scancode,"[""LicenseRef-scancode-ocb-non-military-2013"",""scancode://ocb-non-military-2013"",""OCB for Non-MilitarySoftware Implementations2013""]",[]
Scancode,"[""LicenseRef-scancode-ocb-open-source-2013"",""scancode://ocb-open-source-2013"",""OCB for OpenSource 2013""]",[]
Scancode,"[""LicenseRef-scancode-ocb-patent-openssl-2013"",""scancode://ocb-patent-openssl-2013"",""OCB Patent License for OpenSSL 2013""]",[]
Scancode,"[""OCCT-exception-1.0"",""scancode://occt-exception-1.0"",""Open CASCADE Exception to LGPL 2.1""]",[]
Scancode,"[""LicenseRef-scancode-oclc-1.0"",""scancode://oclc-1.0"",""OCLC Research Public License 1.0""]",[]
Scancode,"[""LicenseRef-scancode-ocsl-1.0"",""scancode://ocsl-1.0"",""OCSL 1.0""]",[]
Scancode,"[""LicenseRef-scancode-oculus-sdk-2020"",""scancode://oculus-sdk-2020"",""Oculus SDK License Agreement 2020""]",[]
Scancode,"[""LicenseRef-scancode-oculus-sdk-3.5"",""scancode://oculus-sdk-3.5"",""Oculus SDK License Agreement v3.5""]",[]
Scancode,"[""LicenseRef-scancode-oculus-sdk"",""scancode://oculus-sdk"",""Oculus SDK License Agreement""]",[]
Scancode,"[""scancode://odc-1.0"",""ODC-By""]",[]
Scancode,"[""LicenseRef-scancode-odl"",""scancode://odl"",""Open Directory License""]",[]
Scancode,"[""scancode://ogc-2006"",""OGC Software Notice 2006""]",[]
Scancode,"[""LicenseRef-scancode-ogc-document-2020"",""scancode://ogc-document-2020"",""OGC Document Notice 2020""]",[]
Scancode,"[""LicenseRef-scancode-ogc"",""scancode://ogc"",""OGC Software Notice""]",[]
Scancode,"[""LicenseRef-scancode-ogl-wpd-3.0"",""scancode://ogl-wpd-3.0"",""OGL-WPD-3.0""]",[]
Scancode,"[""LicenseRef-scancode-okl"",""scancode://okl"",""OKL license""]",[]
Scancode,"[""LicenseRef-scancode-open-diameter"",""scancode://open-diameter"",""Open Diameter License""]",[]
Scancode,"[""LicenseRef-scancode-open-group"",""scancode://open-group"",""Open Group Public License""]",[]
Scancode,"[""LicenseRef-scancode-openbd-exception-3.0"",""scancode://openbd-exception-3.0"",""OpenBD exception to GPL 3.0""]",[]
Scancode,"[""OpenJDK-assembly-exception-1.0"",""scancode://openjdk-assembly-exception-1.0"",""OpenJDK Assembly exception to GPL 2.0""]",[]
Scancode,"[""LicenseRef-scancode-openjdk-classpath-exception-2.0"",""scancode://openjdk-classpath-exception-2.0"",""OpenJDK Classpath exception to GPL 2.0""]",[]
Scancode,"[""LicenseRef-scancode-openjdk-exception"",""scancode://openjdk-exception"",""OpenJDK Exception""]",[]
Scancode,"[""LicenseRef-scancode-openmap"",""scancode://openmap"",""OpenMap Software License Agreement""]",[]
Scancode,"[""LicenseRef-scancode-openmarket-fastcgi"",""scancode://openmarket-fastcgi"",""FastCGI License for Spec Implementation""]",[]
Scancode,"[""LicenseRef-scancode-openmotif-exception-2.0-plus"",""scancode://openmotif-exception-2.0-plus"",""Open Motif exception to GPL 2.0 or later""]",[]
Scancode,"[""LicenseRef-scancode-opennetcf-shared-source"",""scancode://opennetcf-shared-source"",""OpenNETCF Shared Source License""]",[]
Scancode,"[""LicenseRef-scancode-openorb-1.0"",""scancode://openorb-1.0"",""OpenORB Community License 1.0""]",[]
Scancode,"[""LicenseRef-scancode-openpbs-2.3"",""scancode://openpbs-2.3"",""OpenPBS 2.3""]",[]
Scancode,"[""LicenseRef-scancode-opensaml-1.0"",""scancode://opensaml-1.0"",""OpenSAML License v1""]",[]
Scancode,"[""LicenseRef-scancode-openssl-exception-agpl-3.0-monit"",""scancode://openssl-exception-agpl-3.0-monit"",""OpenSSL exception to AGPL 3.0 - Monit style""]",[]
Scancode,"[""LicenseRef-scancode-openssl-exception-agpl-3.0-plus"",""scancode://openssl-exception-agpl-3.0-plus"",""OpenSSL exception to AGPL 3.0 or later""]",[]
Scancode,"[""LicenseRef-scancode-openssl-exception-agpl-3.0"",""scancode://openssl-exception-agpl-3.0"",""OpenSSL exception to AGPL 3.0""]",[]
Scancode,"[""LicenseRef-scancode-openssl-exception-gpl-2.0-plus"",""scancode://openssl-exception-gpl-2.0-plus"",""OpenSSL exception to GPL 2.0 or later""]",[]
Scancode,"[""LicenseRef-scancode-openssl-exception-gpl-2.0"",""scancode://openssl-exception-gpl-2.0"",""OpenSSL exception to GPL 2.0""]",[]
Scancode,"[""LicenseRef-scancode-openssl-exception-gpl-3.0-plus"",""scancode://openssl-exception-gpl-3.0-plus"",""OpenSSL exception to GPL 3.0 or later""]",[]
Scancode,"[""LicenseRef-scancode-openssl-exception-lgpl-2.0-plus"",""scancode://openssl-exception-lgpl-2.0-plus"",""OpenSSL exception to LGPL 2.0 or later""]",[]
Scancode,"[""LicenseRef-scancode-openssl-exception-lgpl-3.0-plus"",""scancode://openssl-exception-lgpl-3.0-plus"",""OpenSSL exception to LGPL 3.0 or later""]",[]
Scancode,"[""LicenseRef-scancode-openssl-exception-mongodb-sspl"",""scancode://openssl-exception-mongodb-sspl"",""OpenSSL exception to SSPL""]",[]
Scancode,"[""LicenseRef-scancode-openssl-nokia-psk-contribution"",""scancode://openssl-nokia-psk-contribution"",""Patent Disclaimer for OpenSSL""]",[]
Scancode,"[""LicenseRef-scancode-openvpn-as-eula"",""scancode://openvpn-as-eula"",""OpenVPN-AS EULA""]",[]
Scancode,"[""openvpn-openssl-exception"",""scancode://openvpn-openssl-exception"",""OpenVPN OpenSSL Exception to GPL""]",[]
Scancode,"[""LicenseRef-scancode-opera-eula-2018"",""scancode://opera-eula-2018"",""Opera EULA 2018""]",[]
Scancode,"[""LicenseRef-scancode-opera-eula-eea-2018"",""scancode://opera-eula-eea-2018"",""Opera EULA EEA 2018""]",[]
Scancode,"[""LicenseRef-scancode-opera-widget-1.0"",""scancode://opera-widget-1.0"",""Opera Widget License 1.0""]",[]
Scancode,"[""LicenseRef-scancode-opl-1.0"",""scancode://opl-1.0"",""OpenContent License 1.0""]",[]
Scancode,"[""LicenseRef-scancode-opml-1.0"",""scancode://opml-1.0"",""OPML 1.0""]",[]
Scancode,"[""LicenseRef-scancode-opnl-1.0"",""scancode://opnl-1.0"",""OPNL-1.0""]",[]
Scancode,"[""LicenseRef-scancode-opnl-2.0"",""scancode://opnl-2.0"",""OPNL-2.0""]",[]
Scancode,"[""LicenseRef-scancode-oracle-bcl-javaee"",""scancode://oracle-bcl-javaee"",""Oracle BCL for Java EE Technologies""]",[]
Scancode,"[""LicenseRef-scancode-oracle-bcl-javase-javafx-2012"",""scancode://oracle-bcl-javase-javafx-2012"",""Oracle BCL for JavaSE and JavaFX 2012""]",[]
Scancode,"[""LicenseRef-scancode-oracle-bcl-javase-javafx-2013"",""scancode://oracle-bcl-javase-javafx-2013"",""Oracle BCL for Java SE and JavaFX 2013""]",[]
Scancode,"[""LicenseRef-scancode-oracle-bcl-javase-platform-javafx-2013"",""scancode://oracle-bcl-javase-platform-javafx-2013"",""Oracle BCL for Java SE and JavaFX 2013 Restricted""]",[]
Scancode,"[""LicenseRef-scancode-oracle-bcl-javase-platform-javafx-2017"",""scancode://oracle-bcl-javase-platform-javafx-2017"",""Oracle BCL for Java SE and JavaFX 2017 Restricted""]",[]
Scancode,"[""LicenseRef-scancode-oracle-bcl-jsse-1.0.3"",""scancode://oracle-bcl-jsse-1.0.3"",""Oracle BCL for JSSE 1.0.3 for CDC 1.0.2""]",[]
Scancode,"[""LicenseRef-scancode-oracle-code-samples-bsd"",""scancode://oracle-code-samples-bsd"",""Oracle Code Samples BSD-Style License""]",[]
Scancode,"[""LicenseRef-scancode-oracle-commercial-database-11g2"",""scancode://oracle-commercial-database-11g2"",""Oracle Commercial Database License 11g2""]",[]
Scancode,"[""LicenseRef-scancode-oracle-devtools-vsnet-dev"",""scancode://oracle-devtools-vsnet-dev"",""Oracle DevTools for Visual Studio .NET Development""]",[]
Scancode,"[""LicenseRef-scancode-oracle-entitlement-05-15"",""scancode://oracle-entitlement-05-15"",""Oracle Entitlement 5 plus 15""]",[]
Scancode,"[""LicenseRef-scancode-oracle-java-ee-sdk-2010"",""scancode://oracle-java-ee-sdk-2010"",""OTN Developer License for JAVA EE SDK""]",[]
Scancode,"[""LicenseRef-scancode-oracle-master-agreement"",""scancode://oracle-master-agreement"",""Oracle Master Agreement (OMA)""]",[]
Scancode,"[""LicenseRef-scancode-oracle-mysql-foss-exception-2.0"",""scancode://oracle-mysql-foss-exception-2.0"",""Oracle MySQL FOSS exception to GPL 2.0""]",[]
Scancode,"[""LicenseRef-scancode-oracle-openjdk-classpath-exception-2.0"",""scancode://oracle-openjdk-classpath-exception-2.0"",""Oracle OpenJDK classpath exception to GPL 2.0""]",[]
Scancode,"[""LicenseRef-scancode-oracle-otn-javase-2019"",""scancode://oracle-otn-javase-2019"",""OTN for Oracle Java SE 2019""]",[]
Scancode,"[""LicenseRef-scancode-oracle-sql-developer"",""scancode://oracle-sql-developer"",""Oracle SQL Developer License Terms""]",[]
Scancode,"[""LicenseRef-scancode-oracle-web-sites-tou"",""scancode://oracle-web-sites-tou"",""Oracle Web Sites TOU""]",[]
Scancode,"[""LicenseRef-scancode-oreilly-notice"",""scancode://oreilly-notice"",""O'Reilly Code Sample Notice""]",[]
Scancode,"[""scancode://osetpl-2.1"",""OSET 2.1""]",[]
Scancode,"[""LicenseRef-scancode-osf-1990"",""scancode://osf-1990"",""OSF 1990 License""]",[]
Scancode,"[""LicenseRef-scancode-osgi-spec-2.0"",""scancode://osgi-spec-2.0"",""OSGi Specification License 2.0""]",[]
Scancode,"[""LicenseRef-scancode-ossn-3.0"",""scancode://ossn-3.0"",""OSSN-3.0""]",[]
Scancode,"[""LicenseRef-scancode-oswego-concurrent"",""scancode://oswego-concurrent"",""Oswego Concurrent License""]",[]
Scancode,"[""LicenseRef-scancode-other-copyleft"",""scancode://other-copyleft"",""Other Copyleft Licenses""]",[]
Scancode,"[""LicenseRef-scancode-other-permissive"",""scancode://other-permissive"",""Other Permissive Licenses""]",[]
Scancode,"[""LicenseRef-scancode-otn-dev-dist-2009"",""scancode://otn-dev-dist-2009"",""OTN License 2009""]",[]
Scancode,"[""LicenseRef-scancode-otn-dev-dist-2014"",""scancode://otn-dev-dist-2014"",""OTN License 2014""]",[]
